	Image_name	class	score	type_hierarchy
2651	Implode-Tools/plier2.jpg	pair of pliers	0.922	
2652	Implode-Tools/plier2.jpg	tool	0.923	
2653	Implode-Tools/plier2.jpg	surgical instrument	0.799	
2654	Implode-Tools/plier2.jpg	tableware	0.791	
2655	Implode-Tools/plier2.jpg	gray color	0.658	
2656	Implode-Tools/plier3.jpg	shears	0.675	/tool/cutlery/pair of scissors/shears
2657	Implode-Tools/plier3.jpg	pair of scissors	0.734	
2658	Implode-Tools/plier3.jpg	cutlery	0.741	
2659	Implode-Tools/plier3.jpg	tool	0.819	
2660	Implode-Tools/plier3.jpg	weapon	0.796	
2661	Implode-Tools/plier3.jpg	mechanism	0.796	
2662	Implode-Tools/plier3.jpg	coal black color	0.959	
2663	Implode-Tools/plier3.jpg	black color	0.72	
2664	Implode-Tools/plier4.jpg	squash racket	0.817	/sports implement/squash racket
2665	Implode-Tools/plier4.jpg	sports implement	0.817	
2666	Implode-Tools/plier4.jpg	tool	0.8	
2667	Implode-Tools/plier4.jpg	clothing	0.79	
2668	Implode-Tools/plier4.jpg	black color	0.963	
2669	Implode-Tools/plier4.jpg	emerald color	0.746	
2670	Implode-Tools/plier5.jpg	needlenose pliers	0.625	/tool/pair of pliers/needlenose pliers
2671	Implode-Tools/plier5.jpg	pair of pliers	0.654	
2672	Implode-Tools/plier5.jpg	tool	0.654	
2673	Implode-Tools/plier5.jpg	surgical instrument	0.739	/medical instrument/surgical instrument
2674	Implode-Tools/plier5.jpg	medical instrument	0.739	
2675	Implode-Tools/plier5.jpg	instrument	0.6	
2676	Implode-Tools/plier5.jpg	gray color	0.93	
2677	Implode-Tools/plier5.jpg	ash grey color	0.917	
2678	Implode-Tools/saw1.jpg	utensil	0.607	
2679	Implode-Tools/saw1.jpg	emerald color	0.708	
2680	Implode-Tools/saw2.jpg	person	0.96	
2681	Implode-Tools/saw2.jpg	monocle	0.744	/optical device/person/monocle
2682	Implode-Tools/saw2.jpg	optical device	0.744	
2683	Implode-Tools/saw2.jpg	beige color	0.804	
2684	Implode-Tools/saw2.jpg	olive green color	0.632	
2685	Implode-Tools/saw3.jpg	jib (sail boat)	0.668	/vehicle/craft/watercraft/sail/jib (sail boat)
2686	Implode-Tools/saw3.jpg	sail	0.729	
2687	Implode-Tools/saw3.jpg	watercraft	0.769	
2688	Implode-Tools/saw3.jpg	craft	0.769	
2689	Implode-Tools/saw3.jpg	vehicle	0.769	
2690	Implode-Tools/saw3.jpg	sail (of boat)	0.641	
2691	Implode-Tools/saw3.jpg	ivory color	0.93	
2692	Implode-Tools/saw4.jpg	sickle	0.812	/tool/cutlery/sickle
2693	Implode-Tools/saw4.jpg	cutlery	0.931	
2694	Implode-Tools/saw4.jpg	tool	0.931	
2695	Implode-Tools/saw4.jpg	scythe tool	0.786	/tool/cutlery/scythe tool
2696	Implode-Tools/saw4.jpg	reptile	0.788	
2697	Implode-Tools/saw4.jpg	black color	0.769	
2698	Implode-Tools/saw5.jpg	brick trowel	0.751	/tool/brick trowel
2699	Implode-Tools/saw5.jpg	tool	0.986	
2700	Implode-Tools/saw5.jpg	putty knife	0.726	/tool/putty knife
2701	Implode-Tools/saw5.jpg	pointing trowel	0.704	/tool/pointing trowel
2702	Implode-Tools/saw5.jpg	cutlery	0.6	
2703	Implode-Tools/saw5.jpg	mechanism	0.792	
2704	Implode-Tools/saw5.jpg	lemon yellow color	0.975	
2705	Implode-Tools/scissor1.jpg	shears	0.821	/tool/cutlery/pair of scissors/shears
2706	Implode-Tools/scissor1.jpg	pair of scissors	0.906	
2707	Implode-Tools/scissor1.jpg	cutlery	0.906	
2708	Implode-Tools/scissor1.jpg	tool	0.906	
2709	Implode-Tools/scissor1.jpg	instrument	0.798	
2710	Implode-Tools/scissor1.jpg	azure color	0.728	
2711	Implode-Tools/scissor2.jpg	pair of scissors	0.821	/tool/cutlery/pair of scissors
2712	Implode-Tools/scissor2.jpg	cutlery	0.821	
2713	Implode-Tools/scissor2.jpg	tool	0.821	
2714	Implode-Tools/scissor2.jpg	instrument	0.794	
2715	Implode-Tools/scissor2.jpg	knot	0.795	
2716	Implode-Tools/scissor2.jpg	jade green color	0.954	
2717	Implode-Tools/scissor3.jpg	hemostat (surgical instrument)	0.821	/medical instrument/surgical instrument/hemostat (surgical instrument)
2718	Implode-Tools/scissor3.jpg	surgical instrument	0.87	
2719	Implode-Tools/scissor3.jpg	medical instrument	0.884	
2720	Implode-Tools/scissor3.jpg	pair of scissors	0.716	
2721	Implode-Tools/scissor3.jpg	cutlery	0.716	
2722	Implode-Tools/scissor3.jpg	tool	0.716	
2723	Implode-Tools/scissor3.jpg	instrument	0.798	
2724	Implode-Tools/scissor3.jpg	gray color	0.779	
2725	Implode-Tools/scissor3.jpg	ash grey color	0.607	
2726	Implode-Tools/scissor4.jpg	person	0.833	
2727	Implode-Tools/scissor4.jpg	instrument	0.799	
2728	Implode-Tools/scissor4.jpg	conductor	0.799	
2729	Implode-Tools/scissor4.jpg	ivory color	0.635	
2730	Implode-Tools/scissor5.jpg	pair of scissors	0.81	/tool/cutlery/pair of scissors
2731	Implode-Tools/scissor5.jpg	cutlery	0.81	
2732	Implode-Tools/scissor5.jpg	tool	0.81	
2733	Implode-Tools/scissor5.jpg	masher	0.805	/utensil/masher
2734	Implode-Tools/scissor5.jpg	utensil	0.805	
2735	Implode-Tools/scissor5.jpg	instrument	0.78	
2736	Implode-Tools/scissor5.jpg	knot	0.798	
2737	Implode-Tools/scissor5.jpg	pink color	0.773	
2738	Implode-Tools/scissor5.jpg	jade green color	0.771	
2739	Implode-Tools/screw1.jpg	screwdriver	0.765	/tool/screwdriver
2740	Implode-Tools/screw1.jpg	tool	0.766	
2741	Implode-Tools/screw1.jpg	bottle green color	0.612	
2742	Implode-Tools/screw2.jpg	handsaw	0.609	
2743	Implode-Tools/screw2.jpg	saw	0.61	
2744	Implode-Tools/screw2.jpg	tool	0.723	
2745	Implode-Tools/screw2.jpg	weapon	0.751	
2746	Implode-Tools/screw2.jpg	gray color	0.74	
2747	Implode-Tools/screw2.jpg	black color	0.642	
2748	Implode-Tools/screw3.jpg	screwdriver	0.861	/tool/screwdriver
2749	Implode-Tools/screw3.jpg	tool	0.91	
2750	Implode-Tools/screw3.jpg	reddish orange color	0.883	
2751	Implode-Tools/screw4.jpg	squash	0.683	/sport/athletic game/court game/squash
2752	Implode-Tools/screw4.jpg	court game	0.683	
2753	Implode-Tools/screw4.jpg	athletic game	0.683	
2754	Implode-Tools/screw4.jpg	sport	0.683	
2755	Implode-Tools/screw4.jpg	orange color	0.847	
2756	Implode-Tools/screw4.jpg	reddish orange color	0.688	
2757	Implode-Tools/screw5.jpg	paddle (boat)	0.936	/rotating mechanism/paddle (boat)
2758	Implode-Tools/screw5.jpg	rotating mechanism	0.936	
2759	Implode-Tools/screw5.jpg	boat paddle	0.656	
2760	Implode-Tools/screw5.jpg	tool	0.778	
2761	Implode-Tools/screw5.jpg	stick	0.792	
2762	Implode-Tools/screw5.jpg	yellow color	0.826	
2763	Implode-Tools/shovel1.jpg	quill pen	0.916	/pen/quill pen
2764	Implode-Tools/shovel1.jpg	pen	0.916	
2765	Implode-Tools/shovel1.jpg	weapon	0.794	
2766	Implode-Tools/shovel1.jpg	tool	0.797	
2767	Implode-Tools/shovel1.jpg	writing implement	0.801	
2768	Implode-Tools/shovel1.jpg	coal black color	1.0	
2769	Implode-Tools/shovel2.jpg	landing net (fishing)	0.813	/trap/net/fishnet/landing net (fishing)
2770	Implode-Tools/shovel2.jpg	fishnet	0.813	
2771	Implode-Tools/shovel2.jpg	net	0.814	
2772	Implode-Tools/shovel2.jpg	trap	0.814	
2773	Implode-Tools/shovel2.jpg	tool	0.797	
2774	Implode-Tools/shovel2.jpg	ash grey color	0.928	
2775	Implode-Tools/shovel2.jpg	pale yellow color	0.773	
2776	Implode-Tools/shovel3.jpg	garden rake	0.776	/tool/garden rake
2777	Implode-Tools/shovel3.jpg	tool	0.896	
2778	Implode-Tools/shovel3.jpg	gray color	0.944	
2779	Implode-Tools/shovel3.jpg	ash grey color	0.851	
2780	Implode-Tools/shovel4.jpg	tool	0.738	
2781	Implode-Tools/shovel4.jpg	utensil	0.707	
2782	Implode-Tools/shovel4.jpg	ash grey color	0.978	
2783	Implode-Tools/shovel5.jpg	masher	0.773	/utensil/masher
2784	Implode-Tools/shovel5.jpg	utensil	0.787	
2785	Implode-Tools/shovel5.jpg	coal black color	0.852	
2786	Implode-Tools/tape1.jpg	shovel	0.718	
2787	Implode-Tools/tape1.jpg	maroon color	0.842	
2788	Implode-Tools/tape2.jpg	orange color	0.981	
2789	Implode-Tools/tape3.jpg	golf-club head	0.834	/mechanical device/golf-club head
2790	Implode-Tools/tape3.jpg	mechanical device	0.834	
2791	Implode-Tools/tape3.jpg	tool	0.799	
2792	Implode-Tools/tape3.jpg	sports equipment	0.798	
2793	Implode-Tools/tape3.jpg	ash grey color	0.843	
2794	Implode-Tools/tape4.jpg	fly	0.623	/fisherman's lure/fly
2795	Implode-Tools/tape4.jpg	fisherman's lure	0.752	
2796	Implode-Tools/tape4.jpg	ash grey color	0.859	
2797	Implode-Tools/tape4.jpg	olive green color	0.796	
2798	Implode-Tools/tape5.jpg	spinner	0.793	/fisherman's lure/spinner
2799	Implode-Tools/tape5.jpg	fisherman's lure	0.883	
2800	Implode-Tools/tape5.jpg	squash racket	0.607	/sports implement/squash racket
2801	Implode-Tools/tape5.jpg	sports implement	0.607	
2802	Implode-Tools/tape5.jpg	lemon yellow color	0.895	
2803	Implode-Tools/tape5.jpg	pale yellow color	0.796	
2804	Implode-Tools/wrench1.jpg	Spork plastic utilsils	0.686	/utensil/tableware/Spork plastic utilsils
2805	Implode-Tools/wrench1.jpg	tableware	0.686	
2806	Implode-Tools/wrench1.jpg	utensil	0.785	
2807	Implode-Tools/wrench1.jpg	tool	0.702	
2808	Implode-Tools/wrench1.jpg	black color	0.755	
2809	Implode-Tools/wrench2.jpg	wrench	0.91	/tool/wrench
2810	Implode-Tools/wrench2.jpg	tool	0.91	
2811	Implode-Tools/wrench2.jpg	hemostat (surgical instrument)	0.696	/medical instrument/surgical instrument/hemostat (surgical instrument)
2812	Implode-Tools/wrench2.jpg	surgical instrument	0.806	
2813	Implode-Tools/wrench2.jpg	medical instrument	0.807	
2814	Implode-Tools/wrench2.jpg	greenish blue color	0.815	
2815	Implode-Tools/wrench2.jpg	ash grey color	0.656	
2816	Implode-Tools/wrench3.jpg	pair of tongs	0.793	
2817	Implode-Tools/wrench3.jpg	hemostat (surgical instrument)	0.603	/medical instrument/surgical instrument/hemostat (surgical instrument)
2818	Implode-Tools/wrench3.jpg	surgical instrument	0.749	
2819	Implode-Tools/wrench3.jpg	medical instrument	0.751	
2820	Implode-Tools/wrench3.jpg	gray color	0.986	
2821	Implode-Tools/wrench4.jpg	tablefork	0.911	/utensil/tableware/tablefork
2822	Implode-Tools/wrench4.jpg	tableware	0.911	
2823	Implode-Tools/wrench4.jpg	utensil	0.952	
2824	Implode-Tools/wrench4.jpg	tool	0.787	
2825	Implode-Tools/wrench4.jpg	gray color	0.916	
2826	Implode-Tools/wrench4.jpg	ash grey color	0.726	
2827	Implode-Tools/wrench5.jpg	surgical instrument	0.887	/medical instrument/surgical instrument
2828	Implode-Tools/wrench5.jpg	medical instrument	0.89	
2829	Implode-Tools/wrench5.jpg	hemostat (surgical instrument)	0.64	/medical instrument/surgical instrument/hemostat (surgical instrument)
2830	Implode-Tools/wrench5.jpg	retractor (surgical instrument)	0.628	/medical instrument/surgical instrument/retractor (surgical instrument)
2831	Implode-Tools/wrench5.jpg	utensil	0.799	
2832	Implode-Tools/wrench5.jpg	tool	0.797	
2833	Implode-Tools/wrench5.jpg	ash grey color	0.928	
2834	Implode-Tools/wrench5.jpg	gray color	0.802	
2835	Masking-Tools/axe1.jpg	ax	0.977	/tool/cutlery/ax
2836	Masking-Tools/axe1.jpg	cutlery	0.977	
2837	Masking-Tools/axe1.jpg	tool	0.977	
2838	Masking-Tools/axe1.jpg	hatchet	0.711	/tool/cutlery/ax/hatchet
2839	Masking-Tools/axe1.jpg	weapon	0.798	
2840	Masking-Tools/axe2.jpg	ax	0.927	/tool/cutlery/ax
2841	Masking-Tools/axe2.jpg	cutlery	0.927	
2842	Masking-Tools/axe2.jpg	tool	0.927	
2843	Masking-Tools/axe2.jpg	tomahawk	0.796	/weapon/tomahawk
2844	Masking-Tools/axe2.jpg	weapon	0.796	
2845	Masking-Tools/axe2.jpg	ax handle	0.72	/tool/cutlery/ax/ax handle
2846	Masking-Tools/axe2.jpg	reddish brown color	0.938	
2847	Masking-Tools/axe2.jpg	bottle green color	0.601	
2848	Masking-Tools/axe3.jpg	adz (edge tool)	0.8	/tool/cutlery/adz (edge tool)
2849	Masking-Tools/axe3.jpg	cutlery	0.895	
2850	Masking-Tools/axe3.jpg	tool	0.895	
2851	Masking-Tools/axe3.jpg	ax	0.67	
2852	Masking-Tools/axe3.jpg	weapon	0.799	
2853	Masking-Tools/axe3.jpg	reddish brown color	0.849	
2854	Masking-Tools/axe3.jpg	light brown color	0.63	
2855	Masking-Tools/axe4.jpg	ax handle	0.913	/tool/cutlery/ax/ax handle
2856	Masking-Tools/axe4.jpg	ax	0.973	
2857	Masking-Tools/axe4.jpg	cutlery	0.988	
2858	Masking-Tools/axe4.jpg	tool	0.988	
2859	Masking-Tools/axe4.jpg	weapon	0.776	
2860	Masking-Tools/axe4.jpg	reddish brown color	0.994	
2861	Masking-Tools/axe5.jpg	ax handle	0.894	/tool/cutlery/ax/ax handle
2862	Masking-Tools/axe5.jpg	ax	0.969	
2863	Masking-Tools/axe5.jpg	cutlery	0.969	
2864	Masking-Tools/axe5.jpg	tool	0.969	
2865	Masking-Tools/axe5.jpg	common ax	0.641	/tool/cutlery/ax/common ax
2866	Masking-Tools/axe5.jpg	weapon	0.792	
2867	Masking-Tools/axe5.jpg	charcoal color	0.7	
2868	Masking-Tools/axe5.jpg	claret red color	0.639	
2869	Masking-Tools/flash1.jpg	flashlight	0.888	/lamp/electric lamp/flashlight
2870	Masking-Tools/flash1.jpg	electric lamp	0.888	
2871	Masking-Tools/flash1.jpg	lamp	0.888	
2872	Masking-Tools/flash1.jpg	flashlight battery	0.884	/electrical device/electric battery/flashlight battery
2873	Masking-Tools/flash1.jpg	electric battery	0.884	
2874	Masking-Tools/flash1.jpg	electrical device	0.884	
2875	Masking-Tools/flash1.jpg	ash grey color	0.859	
2876	Masking-Tools/flash2.jpg	refractometer	0.673	/measuring instrument/refractometer
2877	Masking-Tools/flash2.jpg	measuring instrument	0.673	
2878	Masking-Tools/flash2.jpg	flashlight	0.673	/lamp/electric lamp/flashlight
2879	Masking-Tools/flash2.jpg	electric lamp	0.763	
2880	Masking-Tools/flash2.jpg	lamp	0.763	
2881	Masking-Tools/flash2.jpg	charcoal color	0.932	
2882	Masking-Tools/flash2.jpg	coal black color	0.909	
2883	Masking-Tools/flash3.jpg	stun gun	0.661	/weapon/stun gun
2884	Masking-Tools/flash3.jpg	weapon	0.665	
2885	Masking-Tools/flash3.jpg	black color	0.691	
2886	Masking-Tools/flash4.jpg	torque wrench	0.763	/tool/wrench/torque wrench
2887	Masking-Tools/flash4.jpg	wrench	0.763	
2888	Masking-Tools/flash4.jpg	tool	0.764	
2889	Masking-Tools/flash4.jpg	flashlight battery	0.628	/electrical device/electric battery/flashlight battery
2890	Masking-Tools/flash4.jpg	electric battery	0.628	
2891	Masking-Tools/flash4.jpg	electrical device	0.628	
2892	Masking-Tools/flash4.jpg	coal black color	0.786	
2893	Masking-Tools/flash4.jpg	gray color	0.601	
2894	Masking-Tools/flash5.jpg	flashlight	0.808	/lamp/electric lamp/flashlight
2895	Masking-Tools/flash5.jpg	electric lamp	0.808	
2896	Masking-Tools/flash5.jpg	lamp	0.808	
2897	Masking-Tools/flash5.jpg	flashlight battery	0.742	/electrical device/electric battery/flashlight battery
2898	Masking-Tools/flash5.jpg	electric battery	0.743	
2899	Masking-Tools/flash5.jpg	electrical device	0.886	
2900	Masking-Tools/hammer1.jpg	sledgehammer	0.732	/tool/hammer/sledgehammer
2901	Masking-Tools/hammer1.jpg	hammer	0.744	
2902	Masking-Tools/hammer1.jpg	tool	0.935	
2903	Masking-Tools/hammer1.jpg	ax	0.785	/tool/cutlery/ax
2904	Masking-Tools/hammer1.jpg	cutlery	0.785	
2905	Masking-Tools/hammer1.jpg	reddish orange color	0.98	
2906	Masking-Tools/hammer2.jpg	steel	0.761	/sharpener/steel
2907	Masking-Tools/hammer2.jpg	sharpener	0.761	
2908	Masking-Tools/hammer2.jpg	charcoal color	0.85	
2909	Masking-Tools/hammer3.jpg	carpenter's hammer	0.97	/tool/hammer/carpenter's hammer
2910	Masking-Tools/hammer3.jpg	hammer	0.975	
2911	Masking-Tools/hammer3.jpg	tool	0.975	
2912	Masking-Tools/hammer3.jpg	controller	0.779	
2913	Masking-Tools/hammer3.jpg	sage green color	0.737	
2914	Masking-Tools/hammer3.jpg	charcoal color	0.659	
2915	Masking-Tools/hammer4.jpg	mallet	0.867	/tool/hammer/mallet
2916	Masking-Tools/hammer4.jpg	hammer	0.921	
2917	Masking-Tools/hammer4.jpg	tool	0.921	
2918	Masking-Tools/hammer4.jpg	cosmetic	0.789	
2919	Masking-Tools/hammer4.jpg	coal black color	0.918	
2920	Masking-Tools/hammer5.jpg	ball-peen hammer	0.859	/tool/hammer/ball-peen hammer
2921	Masking-Tools/hammer5.jpg	hammer	0.983	
2922	Masking-Tools/hammer5.jpg	tool	0.983	
2923	Masking-Tools/hammer5.jpg	tack hammer	0.725	/tool/hammer/tack hammer
2924	Masking-Tools/hammer5.jpg	light brown color	0.84	
2925	Masking-Tools/hammer5.jpg	beige color	0.636	
2926	Masking-Tools/plier1.jpg	wire cutter	0.933	/tool/cutlery/wire cutter
2927	Masking-Tools/plier1.jpg	cutlery	0.957	
2928	Masking-Tools/plier1.jpg	tool	0.99	
2929	Masking-Tools/plier1.jpg	slip-joint pliers	0.614	/tool/pair of pliers/slip-joint pliers
2930	Masking-Tools/plier1.jpg	pair of pliers	0.74	
2931	Masking-Tools/plier1.jpg	lemon yellow color	0.932	
2932	Masking-Tools/plier2.jpg	machete	0.734	/weapon/knife/machete
2933	Masking-Tools/plier2.jpg	knife	0.754	
2934	Masking-Tools/plier2.jpg	weapon	0.93	
2935	Masking-Tools/plier2.jpg	cutlas (sword)	0.702	/weapon/sword/cutlas (sword)
2936	Masking-Tools/plier2.jpg	sword	0.713	
2937	Masking-Tools/plier2.jpg	tool	0.799	
2938	Masking-Tools/plier2.jpg	bottle green color	0.773	
2939	Masking-Tools/plier3.jpg	snips	0.879	/tool/cutlery/pair of scissors/shears/snips
2940	Masking-Tools/plier3.jpg	shears	0.892	
2941	Masking-Tools/plier3.jpg	pair of scissors	0.908	
2942	Masking-Tools/plier3.jpg	cutlery	0.968	
2943	Masking-Tools/plier3.jpg	tool	0.969	
2944	Masking-Tools/plier3.jpg	wire cutter	0.75	/tool/cutlery/wire cutter
2945	Masking-Tools/plier3.jpg	coal black color	0.973	
2946	Masking-Tools/plier3.jpg	charcoal color	0.773	
2947	Masking-Tools/plier4.jpg	wire cutter	0.793	/tool/cutlery/wire cutter
2948	Masking-Tools/plier4.jpg	cutlery	0.793	
2949	Masking-Tools/plier4.jpg	tool	0.902	
2950	Masking-Tools/plier4.jpg	wire stripper	0.636	/tool/wire stripper
2951	Masking-Tools/plier4.jpg	weapon	0.784	
2952	Masking-Tools/plier4.jpg	coal black color	0.947	
2953	Masking-Tools/plier4.jpg	charcoal color	0.807	
2954	Masking-Tools/plier5.jpg	snips	0.65	/tool/cutlery/pair of scissors/shears/snips
2955	Masking-Tools/plier5.jpg	shears	0.653	
2956	Masking-Tools/plier5.jpg	pair of scissors	0.67	
2957	Masking-Tools/plier5.jpg	cutlery	0.677	
2958	Masking-Tools/plier5.jpg	tool	0.887	
2959	Masking-Tools/plier5.jpg	bulldog clip	0.623	/restraint (chains)/fastener/bulldog clip
2960	Masking-Tools/plier5.jpg	fastener	0.623	
2961	Masking-Tools/plier5.jpg	restraint (chains)	0.623	
2962	Masking-Tools/plier5.jpg	aircraft	0.786	
2963	Masking-Tools/plier5.jpg	ash grey color	0.838	
2964	Masking-Tools/plier5.jpg	charcoal color	0.693	
2965	Masking-Tools/saw1.jpg	pruning saw	0.953	/tool/saw/handsaw/pruning saw
2966	Masking-Tools/saw1.jpg	handsaw	0.963	
2967	Masking-Tools/saw1.jpg	saw	0.986	
2968	Masking-Tools/saw1.jpg	tool	0.986	
2969	Masking-Tools/saw1.jpg	sage green color	0.747	
2970	Masking-Tools/saw2.jpg	pruning saw	0.687	/tool/saw/handsaw/pruning saw
2971	Masking-Tools/saw2.jpg	handsaw	0.709	
2972	Masking-Tools/saw2.jpg	saw	0.77	
2973	Masking-Tools/saw2.jpg	tool	0.868	
2974	Masking-Tools/saw2.jpg	blade	0.614	/tool/blade
2975	Masking-Tools/saw2.jpg	weapon	0.799	
2976	Masking-Tools/saw2.jpg	sage green color	0.931	
2977	Masking-Tools/saw3.jpg	mortise joint	0.694	/joint/mortise joint
2978	Masking-Tools/saw3.jpg	joint	0.818	
2979	Masking-Tools/saw3.jpg	miter joint	0.644	/joint/miter joint
2980	Masking-Tools/saw3.jpg	electrical connector	0.801	
2981	Masking-Tools/saw3.jpg	reddish brown color	0.78	
2982	Masking-Tools/saw4.jpg	pruning saw	0.995	/tool/saw/handsaw/pruning saw
2983	Masking-Tools/saw4.jpg	handsaw	0.995	
2984	Masking-Tools/saw4.jpg	saw	0.995	
2985	Masking-Tools/saw4.jpg	tool	0.995	
2986	Masking-Tools/saw4.jpg	coal black color	0.826	
2987	Masking-Tools/saw5.jpg	miter box	0.715	/tool/miter box
2988	Masking-Tools/saw5.jpg	tool	0.948	
2989	Masking-Tools/saw5.jpg	handsaw	0.809	/tool/saw/handsaw
2990	Masking-Tools/saw5.jpg	saw	0.831	
2991	Masking-Tools/saw5.jpg	charcoal color	0.878	
2992	Masking-Tools/saw5.jpg	ultramarine color	0.736	
2993	Masking-Tools/scissor1.jpg	pair of scissors	0.979	/tool/cutlery/pair of scissors
2994	Masking-Tools/scissor1.jpg	cutlery	0.979	
2995	Masking-Tools/scissor1.jpg	tool	0.979	
2996	Masking-Tools/scissor1.jpg	shears	0.842	/tool/cutlery/pair of scissors/shears
2997	Masking-Tools/scissor1.jpg	surgical instrument	0.795	
2998	Masking-Tools/scissor1.jpg	ultramarine color	0.798	
2999	Masking-Tools/scissor1.jpg	blue color	0.712	
3000	Masking-Tools/scissor2.jpg	pair of scissors	0.996	/tool/cutlery/pair of scissors
3001	Masking-Tools/scissor2.jpg	cutlery	0.996	
3002	Masking-Tools/scissor2.jpg	tool	0.996	
3003	Masking-Tools/scissor2.jpg	shears	0.864	/tool/cutlery/pair of scissors/shears
3004	Masking-Tools/scissor2.jpg	greenish blue color	0.933	
3005	Masking-Tools/scissor2.jpg	blue color	0.669	
3006	Masking-Tools/scissor3.jpg	pair of scissors	0.953	/tool/cutlery/pair of scissors
3007	Masking-Tools/scissor3.jpg	cutlery	0.953	
3008	Masking-Tools/scissor3.jpg	tool	0.953	
3009	Masking-Tools/scissor3.jpg	ash grey color	1.0	
3010	Masking-Tools/scissor4.jpg	shears	0.847	/tool/cutlery/pair of scissors/shears
3011	Masking-Tools/scissor4.jpg	pair of scissors	0.974	
3012	Masking-Tools/scissor4.jpg	cutlery	0.975	
3013	Masking-Tools/scissor4.jpg	tool	0.975	
3014	Masking-Tools/scissor4.jpg	weapon	0.779	
3015	Masking-Tools/scissor4.jpg	maroon color	0.876	
3016	Masking-Tools/scissor5.jpg	pair of scissors	0.981	/tool/cutlery/pair of scissors
3017	Masking-Tools/scissor5.jpg	cutlery	0.981	
3018	Masking-Tools/scissor5.jpg	tool	0.981	
3019	Masking-Tools/scissor5.jpg	clipper	0.725	/tool/cutlery/pair of scissors/clipper
3020	Masking-Tools/scissor5.jpg	cosmetic	0.759	
3021	Masking-Tools/scissor5.jpg	surgical instrument	0.786	
3022	Masking-Tools/scissor5.jpg	pink color	0.79	
3023	Masking-Tools/screw1.jpg	hoe (garden tool)	0.608	/tool/hoe (garden tool)
3024	Masking-Tools/screw1.jpg	tool	0.888	
3025	Masking-Tools/screw1.jpg	hand shovel	0.628	
3026	Masking-Tools/screw1.jpg	shovel	0.686	
3027	Masking-Tools/screw1.jpg	bottle green color	0.808	
3028	Masking-Tools/screw1.jpg	ultramarine color	0.74	
3029	Masking-Tools/screw2.jpg	soldering iron	0.929	/tool/soldering iron
3030	Masking-Tools/screw2.jpg	tool	0.961	
3031	Masking-Tools/screw2.jpg	screwdriver	0.619	/tool/screwdriver
3032	Masking-Tools/screw2.jpg	pale yellow color	0.773	
3033	Masking-Tools/screw2.jpg	greenishness color	0.69	
3034	Masking-Tools/screw3.jpg	screwdriver	0.871	/tool/screwdriver
3035	Masking-Tools/screw3.jpg	tool	0.942	
3036	Masking-Tools/screw3.jpg	coal black color	0.959	
3037	Masking-Tools/screw4.jpg	screwdriver	0.774	/tool/screwdriver
3038	Masking-Tools/screw4.jpg	tool	0.778	
3039	Masking-Tools/screw4.jpg	cigarette holder	0.648	/holder/cigarette holder
3040	Masking-Tools/screw4.jpg	holder	0.648	
3041	Masking-Tools/screw4.jpg	coal black color	0.822	
3042	Masking-Tools/screw4.jpg	ultramarine color	0.78	
3043	Masking-Tools/screw5.jpg	screwdriver	0.94	/tool/screwdriver
3044	Masking-Tools/screw5.jpg	tool	0.966	
3045	Masking-Tools/screw5.jpg	weapon	0.779	
3046	Masking-Tools/screw5.jpg	coal black color	0.905	
3047	Masking-Tools/screw5.jpg	black color	0.633	
3048	Masking-Tools/shovel1.jpg	hoe (garden tool)	0.626	/tool/hoe (garden tool)
3049	Masking-Tools/shovel1.jpg	tool	0.823	
3050	Masking-Tools/shovel1.jpg	trenching spade	0.607	/tool/shovel/hand shovel/trenching spade
3051	Masking-Tools/shovel1.jpg	hand shovel	0.61	
3052	Masking-Tools/shovel1.jpg	shovel	0.622	
3053	Masking-Tools/shovel1.jpg	weapon	0.799	
3054	Masking-Tools/shovel1.jpg	rod	0.785	
3055	Masking-Tools/shovel1.jpg	stick	0.8	
3056	Masking-Tools/shovel1.jpg	coal black color	0.998	
3057	Masking-Tools/shovel2.jpg	pointing trowel	0.728	/tool/pointing trowel
3058	Masking-Tools/shovel2.jpg	tool	0.953	
3059	Masking-Tools/shovel2.jpg	garden spade	0.71	/tool/shovel/hand shovel/garden spade
3060	Masking-Tools/shovel2.jpg	hand shovel	0.736	
3061	Masking-Tools/shovel2.jpg	shovel	0.866	
3062	Masking-Tools/shovel2.jpg	utensil	0.78	
3063	Masking-Tools/shovel2.jpg	ash grey color	0.922	
3064	Masking-Tools/shovel2.jpg	gray color	0.638	
3065	Masking-Tools/shovel3.jpg	garden spade	0.96	/tool/shovel/hand shovel/garden spade
3066	Masking-Tools/shovel3.jpg	hand shovel	0.964	
3067	Masking-Tools/shovel3.jpg	shovel	0.979	
3068	Masking-Tools/shovel3.jpg	tool	0.979	
3069	Masking-Tools/shovel3.jpg	gray color	0.944	
3070	Masking-Tools/shovel3.jpg	charcoal color	0.797	
3071	Masking-Tools/shovel4.jpg	spade	0.747	
3072	Masking-Tools/shovel4.jpg	shovel	0.818	/tool/shovel
3073	Masking-Tools/shovel4.jpg	tool	0.818	
3074	Masking-Tools/shovel4.jpg	gray color	0.706	
3075	Masking-Tools/shovel5.jpg	spade	0.896	
3076	Masking-Tools/shovel5.jpg	shovel	0.9	/tool/shovel
3077	Masking-Tools/shovel5.jpg	tool	0.9	
3078	Masking-Tools/shovel5.jpg	hand shovel	0.615	
